1	0.008585651
1	0.00833128
1	0.008675032
1	0.008636832
1	0.008174461
1	0.008892753
1	0.009044199
1	0.008425015
1	0.009156211
1	0.008262581
1	0.008580553
1	0.008414411
1	0.008215125
1	0.008484906
1	0.008321079
1	0.008596117
1	0.008736344
1	0.009159539
1	0.008753481
1	0.008508016
1	0.008442415
1	0.008380223
1	0.008284853
1	0.008997768
1	0.008992946
1	0.00934994
1	0.009215263
1	0.009027553
1	0.009023488
1	0.008920965
1	0.008749176
1	0.00969765
1	0.008704873
1	0.009132201
1	0.008635049
1	0.00996103
1	0.008547363
1	0.008913908
1	0.008429374
1	0.009397779
1	0.010032385
1	0.009708992
1	0.009908835
1	0.010121474
1	0.009512207
1	0.009758559
1	0.009317522
1	0.008717305
1	0.008741309
1	0.008847437
1	0.008679285
1	0.009231019
1	0.008667064
1	0.008171492
1	0.008222082
1	0.008240881
1	0.00886709
1	0.008798072
1	0.008777217
1	0.008834778
1	0.008665841
1	0.00867431
1	0.008975104
1	0.00849362
1	0.008518154
1	0.008719448
1	0.008298803
1	0.008834416
1	0.009195041
1	0.008688097
1	0.008823087
1	0.008967494
1	0.009258237
1	0.00886925
1	0.008801936
1	0.009141302
1	0.009316871
1	0.008991209
1	0.008387093
1	0.009343681
2	0.010227919
2	0.012079039
2	0.010071068
2	0.011922825
2	0.012055603
2	0.01209601
2	0.011908741
2	0.011532161
2	0.011154629
2	0.010811853
2	0.010997098
2	0.01107537
2	0.010426505
2	0.011314608
2	0.010818215
2	0.010843562
2	0.011933612
2	0.009285727
2	0.009738678
2	0.009912396
2	0.009972396
2	0.009699795
2	0.009851182
2	0.009300806
2	0.009596028
2	0.009850828
2	0.012151746
2	0.010970968
2	0.011321288
2	0.00984644
2	0.011506926
2	0.011818081
2	0.00953676
2	0.010080159
2	0.009616869
2	0.009930407
2	0.010130862
2	0.011371756
2	0.009726186
2	0.010722272
2	0.010861388
2	0.010343132
2	0.010172039
2	0.010304459
2	0.00991297
2	0.012071753
2	0.01138506
2	0.01121774
2	0.010853702
2	0.009605793
2	0.010761651
2	0.009470011
2	0.009217166
2	0.010212779
2	0.010332008
2	0.010316107
2	0.009263481
2	0.008517337
2	0.009679705
2	0.010318014
2	0.00980017
2	0.009649274
2	0.00974542
2	0.009585955
2	0.00981634
2	0.01346259
2	0.009697416
1	0.0102906
1	0.009069772
1	0.010454411
1	0.011535662
1	0.009273471
1	0.008219737
1	0.009889063
1	0.009761762
1	0.010189823
1	0.010692599
2	0.009556138
2	0.009162385
2	0.009193969
2	0.00983331
2	0.009349712
2	0.009097169
2	0.01131942
2	0.00846403
2	0.00935639
2	0.009429569
2	0.008892163
3	0.012650311
3	0.012557541
3	0.009853374
3	0.014747283
3	0.013937293
3	0.013914725
3	0.01525291
3	0.014486392
3	0.014536349
3	0.013780673
3	0.014106713
3	0.014901024
3	0.019847978
3	0.011729699
3	0.014910726
3	0.01246342
3	0.009292597
3	0.012867237
3	0.015098182
3	0.010367807
3	0.012864322
3	0.011577529
3	0.011156282
3	0.010291512
3	0.011907976
3	0.012940862
3	0.012203774
3	0.012546428
3	0.011637071
3	0.012312474
3	0.012431968
3	0.012125864
3	0.012218744
3	0.012749138
3	0.012305748
3	0.012208664
3	0.01188563
3	0.014087222
3	0.012982821
3	0.013548606
3	0.013800287
3	0.014345413
3	0.014473718
3	0.014447598
3	0.012713468
3	0.012430811
3	0.013278431
3	0.011395444
3	0.012753411
3	0.01273528
3	0.012393163
3	0.008889997
3	0.010531859
3	0.009809544
3	0.010003028
3	0.010216574
2	0.01247778
2	0.010996785
2	0.010451144
2	0.010923588
2	0.012346622
2	0.012676505
2	0.010478217
2	0.010264514
2	0.009868582
3	0.013728037
3	0.013778451
3	0.014051048
3	0.012810611
3	0.013096091
3	0.013927424
3	0.01202376
3	0.011465497
5	0.018567905
5	0.019021531
5	0.018754758
5	0.018823754
5	0.01876804
5	0.01897633
5	0.018347404
5	0.014394688
5	0.013915572
5	0.018670973
5	0.018445732
5	0.017092697
5	0.016639812
5	0.017472501
5	0.016298608
