days.since.hatching	length
7	0.012570937
7	0.0105069
7	0.018471091
7	0.017552053
6	0.015571213
6	0.021140581
6	0.015761476
6	0.017824342
6	0.016791299
6	0.015637911
6	0.015917904
6	0.015571047
6	0.016532614
6	0.017232401
6	0.019829591
6	0.011429117
6	0.017392447
6	0.016797623
6	0.016859874
6	0.015776105
7	0.017455904
7	0.015031232
7	0.01536842
7	0.01386543
7	0.016104227
7	0.015728472
7	0.015523055
7	0.024813136
7	0.017572595
7	0.016906994
7	0.017842955
7	0.014671022
7	0.014236057
7	0.017454962
7	0.017134567
7	0.016670847
7	0.013890845
7	0.014161603
7	0.015897817
7	0.017133407
7	0.018017188
7	0.014904848
7	0.015936906
7	0.016165618
7	0.013361376
7	0.012505261
7	0.016142499
7	0.014132528
7	0.015446221
7	0.017320481
7	0.016424115
7	0.015583725
7	0.016321585
8	0.016317126
8	0.015583077
8	0.016897
8	0.018168
7	0.017506598
7	0.015344029
7	0.016760433
7	0.017110998
7	0.016821603
7	0.016518345
7	0.017200269
7	0.017976791
7	0.016600056
7	0.016630257
7	0.014920191
7	0.016752568
7	0.010113316
7	0.016725245
7	0.016911476
7	0.014769158
8	0.015410368
8	0.017819485
8	0.016388041
8	0.017847209
8	0.016780718
8	0.01632001
8	0.017869905
8	0.022648237
8	0.015436184
8	0.019128967
8	0.018229851
8	0.014633322
8	0.017515661
8	0.015504562
8	0.021776521
9	0.026379544
9	0.026193239
9	0.026695075
9	0.029180012
9	0.025102888
9	0.014929089
9	0.018230699
9	0.025434794
9	0.021070035
9	0.020869089
9	0.024018242
9	0.020164135
9	0.018362983
9	0.026316417
9	0.026217678
9	0.024983111
9	0.024457798
9	0.025763433
10	0.025120365
10	0.030042236
10	0.026878128
10	0.019870898
10	0.030148058
9	0.021364667
9	0.019925715
9	0.024660545
9	0.025351718
9	0.025216088
9	0.019872138
9	0.025869855
9	0.026247887
9	0.020618092
9	0.024952758
9	0.024064195
9	0.02400137
9	0.012508713
9	0.02241155
9	0.024829748
9	0.024995716
10	0.023464883
10	0.0256819
10	0.023633821
10	0.024265192
10	0.02660871
10	0.026929062
10	0.026467916
10	0.024034298
10	0.030717249
10	0.031153519
10	0.030657036
10	0.031237797
10	0.03215838
10	0.030403403
10	0.028066788
10	0.02531291
10	0.03101842
10	0.033316405
10	0.03640983
10	0.025396277
10	0.024346165
10	0.028795882
10	0.029017881
10	0.022850462
10	0.024151674
10	0.023839483
10	0.031330014
11	0.025219971
11	0.030458848
11	0.024366653
11	0.03076961
10	0.02543946
10	0.024649954
10	0.023993497
10	0.027762717
10	0.025131482
10	0.024162298
10	0.024812983
10	0.024660425
10	0.021459862
10	0.024425905
10	0.023019921
10	0.024945559
11	0.025904143
11	0.029669891
11	0.021847227
11	0.023900305
11	0.027992067
11	0.025447934
11	0.032455918
11	0.034680044
11	0.031414128
11	0.030013083
11	0.031021181
11	0.011072685
11	0.028768082
11	0.02921011
11	0.02682045
11	0.01630959
11	0.030716525
11	0.026785412
11	0.025346323
11	0.036293885
11	0.013574861
11	0.031807699
11	0.029793057
11	0.024400521
11	0.02471293
12	0.031182607
12	0.024506326
12	0.020690969
12	0.034076301
12	0.028088497
11	0.027339086
11	0.029579148
11	0.021181867
11	0.023972747
11	0.029657528
11	0.023345393
11	0.023723283
11	0.021545655
11	0.024263079
11	0.024405929
12	0.023765202
12	0.026445077
12	0.027626898
12	0.03696353
12	0.032644371
12	0.030512735
12	0.035502908
12	0.030223142
12	0.035572052
12	0.036750576
12	0.026453033
12	0.022448508
12	0.027673521
12	0.026332312
12	0.025900361
12	0.024308167
13	0.031967963
13	0.027995904
13	0.035492463
12	0.023712276
12	0.025978443
12	0.02281125
12	0.028367184
12	0.02856568
12	0.025090543
12	0.02648154
12	0.020953838
12	0.024644919
12	0.011844526
12	0.020298157
12	0.021334167
12	0.024581561
12	0.023782216
12	0.025543654
12	0.020877955
13	0.028615508
13	0.02361159
13	0.028718597
13	0.032752114
13	0.026013919
13	0.027614087
13	0.036670857
13	0.037957203
13	0.032932381
13	0.037685063
13	0.036442307
13	0.039053521
13	0.035503681
14	0.033009156
14	0.032391484
14	0.033511304
14	0.017364676
14	0.033637771
14	0.033603137
14	0.029378909
13	0.032295544
13	0.033539321
13	0.029370894
13	0.03096076
13	0.029979779
13	0.026333482
13	0.03359749
13	0.03459615
14	0.043428769
14	0.035966886
14	0.042337132
14	0.035837607
14	0.045590044
14	0.034883763
14	0.044766244
13	0.034199561
13	0.036911009
13	0.027712703
13	0.02624402
13	0.028385919
13	0.028355611
13	0.029885148
13	0.028140784
13	0.020486185
13	0.023123797
13	0.021658484
13	0.022665683
13	0.022490682
13	0.023598385
13	0.025187025
13	0.031120345
13	0.025744339
13	0.031009846
13	0.028495392
13	0.030371258
13	0.029204022
13	0.030452619
14	0.039893367
14	0.035296932
14	0.038468911
14	0.039225955
14	0.042848143
14	0.038592502
14	0.042874486
14	0.039668555
14	0.03653793
14	0.035686132
14	0.03300818
14	0.033587999
14	0.040910408
14	0.038199198
14	0.034963262
14	0.037703349
14	0.033832643
14	0.032812786
14	0.038833307
14	0.027595242
14	0.037255034
14	0.039147097
14	0.038004888
14	0.033547923
15	0.032893812
15	0.027288525
15	0.035755005
15	0.035650909
14	0.02399997
14	0.028841848
14	0.024746818
14	0.019115725
14	0.029294667
14	0.020087179
14	0.022159441
14	0.022987779
15	0.025759279
15	0.027699272
15	0.027335322
15	0.021420452
15	0.026210919
15	0.02451757
15	0.039919148
15	0.0402409
15	0.041016728
15	0.042301042
15	0.043691543
15	0.010098611
15	0.035714483
15	0.036909398
15	0.035833956
15	0.033078416
15	0.041034518
15	0.037300607
15	0.031781374
15	0.034707726
15	0.036286515
15	0.034968891
16	0.055534577
16	0.033678134
16	0.029401527
16	0.042244827
16	0.02141441
16	0.040715126
16	0.03641719
16	0.038976474
16	0.037820358
16	0.032155477
15	0.025142758
15	0.024522889
15	0.025086044
15	0.02370818
15	0.024916006
15	0.02404682
16	0.028573414
16	0.028127343
16	0.022685021
16	0.026416064
16	0.030388853
16	0.02406102
16	0.040184965
16	0.043594292
16	0.041598984
16	0.034086948
16	0.041089729
16	0.040872705
16	0.041224153
16	0.045975961
17	0.04398429
17	0.038237099
17	0.037009564
17	0.038499765
17	0.033140792
17	0.028635285
17	0.029889993
17	0.030402666
17	0.036003295
17	0.033460257
17	0.030598112
18	0.034273811
18	0.042386026
18	0.048744475
18	0.034982703
18	0.042747529
18	0.043206405
17	0.028762047
17	0.027429574
17	0.030286356
17	0.031145183
17	0.021663206
17	0.027765793
17	0.022344549
17	0.023189613
17	0.031446316
17	0.036881019
18	0.028559064
18	0.028371931
18	0.029288683
18	0.029416403
18	0.030766382
18	0.04382393
18	0.041808438
18	0.034901532
18	0.045536058
18	0.044410278
18	0.050214278
18	0.034891971
18	0.037452899
18	0.048729657
18	0.037148682
18	0.040917432
18	0.034882344
18	0.036065492
18	0.027961503
18	0.032289821
18	0.033053882
18	0.030261557
19	0.04770403
19	0.034372612
19	0.045533728
19	0.044062132
19	0.053266292
18	0.032598904
18	0.026370189
18	0.034549185
18	0.031627876
18	0.032522187
18	0.034455095
18	0.024415975
18	0.025270225
18	0.026602881
18	0.028646893
18	0.023931929
18	0.025023295
18	0.026265602
18	0.034630125
18	0.028024032
18	0.025257245
18	0.03537841
19	0.025540138
19	0.032267268
19	0.034472921
19	0.029757733
19	0.027620692
19	0.037050445
19	0.042543065
19	0.043470822
19	0.038821576
19	0.042205305
19	0.045134031
19	0.037777969
19	0.050450493
19	0.051143702
19	0.05968478
19	0.046270274
19	0.05774737
19	0.057213353
19	0.059379077
19	0.046000001
19	0.055330718
19	0.050414029
19	0.045871812
19	0.055032573
20	0.05950389
20	0.069415807
20	0.062199851
20	0.041169553
20	0.057091158
19	0.043586678
19	0.045782439
19	0.046763219
19	0.033796019
19	0.040640167
19	0.028355984
19	0.033380244
19	0.0303488
19	0.028066189
19	0.033700287
20	0.033652244
20	0.041869905
20	0.035163949
20	0.046418468
20	0.04577928
20	0.056704151
20	0.057780849
20	0.054847946
20	0.050654464
20	0.06167809
20	0.064935727
20	0.041994977
20	0.037039059
20	0.046666191
20	0.044107439
20	0.036338906
20	0.040510446
20	0.033011725
20	0.031727433
20	0.036179182
20	0.032408494
20	0.031960598
21	0.045243712
21	0.051112703
21	0.049827019
21	0.052006306
21	0.047300661
20	0.034841139
20	0.03039476
20	0.028092357
20	0.032148836
20	0.039434772
20	0.039822323
20	0.025506865
20	0.041330797
20	0.037443906
20	0.035397386
20	0.024388245
20	0.051648244
20	0.032646407
21	0.032042101
21	0.02958027
21	0.028881513
21	0.028130492
21	0.031038441
21	0.031351746
21	0.047532376
21	0.042916052
21	0.051469331
21	0.044789687
21	0.049617925
21	0.044921679
21	0.060746682
21	0.04415835
21	0.0407089
21	0.04810335
21	0.048199705
21	0.047992727
21	0.046016656
21	0.02959456
21	0.031797326
21	0.032656026
21	0.027534698
21	0.029145861
22	0.047380849
22	0.04453033
22	0.048541568
22	0.050333347
22	0.055403776
21	0.035626883
21	0.030391336
21	0.035524196
21	0.029164149
21	0.033513524
21	0.032747187
21	0.033972429
21	0.025759995
21	0.043271765
21	0.031817266
21	0.025430597
22	0.034532724
22	0.02891037
22	0.028158047
22	0.035398969
22	0.034709652
22	0.040875694
22	0.046650622
22	0.038815182
22	0.050452008
22	0.04352801
22	0.048988286
22	0.046023096
22	0.049657723
22	0.046988478
22	0.051366866
22	0.045903838
22	0.035542539
22	0.033933744
22	0.035880636
22	0.028640519
22	0.037343941
22	0.031126372
22	0.033200753
23	0.053487438
23	0.040068984
23	0.038461314
23	0.058559385
23	0.053650228
22	0.035484266
22	0.030997809
22	0.036804603
22	0.039763212
22	0.03991907
22	0.039431974
22	0.039031057
22	0.038420864
22	0.036845115
22	0.057208238
22	0.028004333
22	0.026650171
22	0.028459911
22	0.0277474
23	0.037645253
23	0.040626396
23	0.037205041
23	0.038036489
23	0.035289204
23	0.035528425
23	0.035005085
23	0.036486572
23	0.03339939
23	0.045902897
23	0.044803925
23	0.051605909
23	0.02967858
23	0.050750843
23	0.048918575
23	0.046351351
23	0.043103047
23	0.041703157
23	0.052708564
23	0.048158206
23	0.059590657
23	0.045631997
23	0.039784534
23	0.037123858
23	0.035425965
23	0.041993786
23	0.041163559
23	0.038589105
23	0.047680367
23	0.037624083
23	0.040812812
25	0.045089826
25	0.044204674
25	0.050596424
25	0.05387834
25	0.054960679
25	0.058584064
25	0.057236888
23	0.043075243
23	0.03767446
23	0.045770422
23	0.039696382
23	0.038019035
23	0.044101931
23	0.03581546
23	0.04319366
23	0.044236739
23	0.041626125
23	0.027295616
23	0.031416804
23	0.033194157
23	0.032413635
23	0.036305592
25	0.034920634
25	0.040676974
25	0.038984215
25	0.03620867
25	0.028164488
25	0.039973985
25	0.044698399
25	0.043612246
25	0.05069914
25	0.047404417
25	0.049620196
25	0.044218556
25	0.045806217
25	0.050555255
25	0.050664488
25	0.052145705
25	0.047494695
25	0.052229798
25	0.048635419
25	0.040620497
25	0.046016241
25	0.045950252
25	0.047316889
24	0.048668323
24	0.050954354
24	0.046340209
24	0.059191816
24	0.054544561
24	0.051993575
24	0.037586857
24	0.032031581
24	0.041587824
24	0.043795244
24	0.044158007
24	0.043212781
24	0.04329468
24	0.048879312
24	0.047518674
26	0.048626275
26	0.054875753
26	0.055105955
24	0.050728069
24	0.03951725
24	0.03999482
24	0.034630794
24	0.040707771
24	0.043279717
24	0.04303024
24	0.026646727
24	0.042400651
24	0.040610693
24	0.033201961
24	0.040253138
24	0.028581883
24	0.042269637
26	0.038320969
26	0.039817638
26	0.040254011
26	0.035082684
26	0.03777033
26	0.041562926
26	0.048962479
26	0.030654319
26	0.047295738
26	0.048752584
26	0.052605214
26	0.050458532
26	0.048388698
26	0.053349639
26	0.049382763
26	0.049270435
26	0.051308678
25	0.057817259
25	0.041761195
25	0.042025064
25	0.035864514
25	0.044710647
25	0.049948578
25	0.047826051
25	0.044588896
25	0.045016538
25	0.044232028
25	0.047239499
27	0.0523282
27	0.059879124
25	0.036308691
25	0.046409051
25	0.0421043
25	0.045960856
25	0.046005159
25	0.048282576
25	0.05124371
25	0.047614448
25	0.039698177
25	0.037117474
25	0.031787388
25	0.045379808
25	0.037471133
27	0.039108495
27	0.043474699
27	0.039475248
27	0.046319838
27	0.042062131
27	0.039533605
26	0.045585455
26	0.058613941
26	0.043708758
26	0.056523713
26	0.053789473
26	0.053527775
26	0.041391281
26	0.038477595
26	0.042944303
26	0.039505067
26	0.036348938
28	0.044216674
28	0.049743261
28	0.050089192
28	0.051137803
28	0.051017397
28	0.055588572
28	0.044500206
28	0.039083706
28	0.039692151
0	0.007693527
0	0.008050889
0	0.007774189
0	0.008028208
0	0.008063071
0	0.007943408
0	0.007654383
0	0.009033984
0	0.007837882
0	0.008617128
0	0.008287135
0	0.008236531
0	0.008495985
0	0.008570735
0	0.008507859
0	0.008845371
0	0.009085257
0	0.007902873
0	0.008617117
0	0.008714814
0	0.008583527
0	0.008460972
0	0.008063132
0	0.008296525
0	0.008703497
0	0.009591834
0	0.008983595
0	0.008372523
0	0.008045091
0	0.008842118
0	0.008330705
0	0.008759755
0	0.008622766
0	0.007951242
0	0.00894046
1	0.008978608
1	0.009813676
1	0.008387289
1	0.008388845
1	0.008372463
1	0.00763173
1	0.008389917
1	0.008851682
1	0.009663267
1	0.009700964
1	0.008091498
1	0.00936794
1	0.009573554
1	0.010915543
1	0.009817817
1	0.009760631
1	0.010048081
1	0.01067883
1	0.010243976
1	0.010246911
1	0.010677592
0	0.009705042
0	0.009306334
0	0.007705348
0	0.009347982
0	0.009418031
0	0.00819016
0	0.007986493
0	0.009106595
0	0.00813473
0	0.00813931
0	0.008385539
0	0.009838992
0	0.009742253
0	0.009804055
0	0.009412369
0	0.009962425
0	0.008468693
0	0.009868338
0	0.008076502
0	0.007440622
0	0.00844836
0	0.0087596
0	0.007621554
0	0.007569382
0	0.007530201
0	0.00842944
1	0.01005331
1	0.010115093
1	0.010169839
1	0.009893842
1	0.009563937
1	0.009117638
1	0.010343772
1	0.009189581
1	0.009201051
1	0.009645085
1	0.008351015
1	0.010131403
1	0.009672984
2	0.007661704
2	0.007723481
2	0.00978147
2	0.009031823
2	0.007997697
2	0.008313754
2	0.009821092
2	0.009845107
2	0.009765135
2	0.008092991
2	0.009160778
2	0.009452503
2	0.009382404
2	0.009791482
2	0.009001552
2	0.010147691
2	0.009660751
2	0.010526395
2	0.009508813
2	0.01144117
2	0.011368296
2	0.011495871
2	0.011931267
2	0.012009735
1	0.010138634
1	0.010391006
1	0.010471438
1	0.009838509
1	0.008764061
1	0.011122857
1	0.010173243
1	0.009341269
1	0.01071622
1	0.009789679
1	0.008549827
1	0.009827991
1	0.009373241
1	0.009818538
1	0.010043454
1	0.01033608
1	0.012931211
1	0.012251269
1	0.010462946
1	0.010916795
1	0.012656885
1	0.008724519
1	0.013075511
1	0.010723201
1	0.011269628
1	0.011413827
1	0.011707455
1	0.008603705
1	0.008899025
1	0.00836033
1	0.008248257
1	0.008644134
1	0.010615211
3	0.010447713
3	0.010288976
3	0.010382215
3	0.009836103
3	0.010471502
3	0.010137523
3	0.00932713
3	0.008891848
4	0.011253503
4	0.01413777
4	0.008165589
4	0.008162885
4	0.014505959
4	0.013939757
4	0.010513074
4	0.013784946
4	0.010822316
4	0.0144373
4	0.01312357
4	0.014190256
4	0.012569466
4	0.015749164
4	0.012952727
4	0.012659431
4	0.0149221
4	0.014115005
4	0.018461462
4	0.015418574
4	0.013271776
4	0.014322981
4	0.016748294
4	0.015489565
4	0.016320659
4	0.016337714
4	0.016495464
4	0.013817057
4	0.016407793
4	0.014770072
4	0.016167183
4	0.015939529
3	0.014754311
3	0.013874487
3	0.014710485
3	0.015943531
3	0.014654598
3	0.014045124
3	0.013442679
3	0.013143689
3	0.013848017
3	0.017679273
3	0.013753924
3	0.017210713
3	0.016970228
3	0.014057946
3	0.009397157
3	0.009851603
3	0.017166316
3	0.015292436
3	0.018115263
3	0.010925139
3	0.009221213
3	0.018027817
3	0.015353678
3	0.008775317
3	0.014512301
3	0.010512649
3	0.016796311
3	0.0120027
3	0.011449442
3	0.011259213
3	0.008003374
3	0.012232177
3	0.009751874
3	0.012562696
3	0.01287256
3	0.012054423
3	0.01120962
5	0.014781024
5	0.017449047
5	0.011583134
5	0.010405911
5	0.016480804
5	0.008767776
5	0.016635601
5	0.017195443
5	0.016348723
5	0.017120419
5	0.015468854
5	0.016905042
5	0.01575043
5	0.015497876
5	0.016104722
5	0.015938192
5	0.016004633
5	0.015810705
5	0.016647188
5	0.016779569
5	0.01415307
5	0.011466218
5	0.014780006
5	0.017974764
5	0.017708837
5	0.016560413
5	0.016977696
5	0.018065481
5	0.016291275
5	0.015889392
5	0.017508579
5	0.018618203
5	0.017031486
5	0.017540327
5	0.016892668
5	0.017779346
5	0.017697262
5	0.01600076
5	0.015492883
5	0.010911065
5	0.014809673
5	0.015527369
5	0.015440744
5	0.015712356
5	0.014891205
5	0.016406586
5	0.017754711
5	0.01671041
5	0.017554564
5	0.01739122
5	0.017132186
5	0.016760407
5	0.015898791
5	0.016971754
5	0.0169454
4	0.015690263
4	0.01477194
4	0.015122976
4	0.015868407
4	0.016428727
4	0.016600307
4	0.015011352
4	0.016159949
4	0.01714765
4	0.018276554
4	0.01863944
4	0.017007103
4	0.016696238
4	0.017423958
4	0.014986854
4	0.013002822
4	0.015247112
4	0.016349951
4	0.013821602
4	0.014566887
4	0.010434006
6	0.020104225
6	0.024973913
6	0.018925072
6	0.016549882
6	0.020856465
6	0.020710846
6	0.01104632
6	0.019329609
6	0.016766513
6	0.023172277
6	0.016884096
5	0.021636362
6	0.019196172
6	0.015940801
6	0.017154359
6	0.018794958
6	0.017891191
6	0.019048159
6	0.012013376
6	0.010528705
6	0.016153394
6	0.01777326
6	0.020041
6	0.019458355
6	0.021781521
6	0.018846795
6	0.017739302
6	0.018467968
6	0.018110113
6	0.017940859
6	0.017703669
6	0.017985851
6	0.022728482
6	0.022086336
6	0.021715758
6	0.020903692
6	0.017765767
6	0.014664655
6	0.013566491
5	0.016574702
5	0.014577808
5	0.016692169
5	0.016960952
5	0.017076957
5	0.017432085
5	0.016411595
5	0.016972262
5	0.017448643
5	0.024704524
5	0.01734474
5	0.02635439
5	0.018649
5	0.012258845
5	0.021623908
5	0.021991859
5	0.022076825
5	0.022282282
5	0.021090262
5	0.009598298
5	0.023495807
5	0.014272792
5	0.009542335
5	0.01627021
5	0.017652202
5	0.017735851
5	0.013314531
5	0.016389793
5	0.015980968
5	0.013878292
7	0.027052984
7	0.016484911
7	0.022701456
7	0.022503151
7	0.021543777
7	0.017032245
7	0.025612247
7	0.022592995
7	0.022280527
7	0.019417248
7	0.018302095
7	0.028990608
7	0.0238833
7	0.022550666
7	0.023931505
7	0.025459269
7	0.023531466
7	0.021895157
7	0.026228505
7	0.024816565
7	0.022837951
7	0.024441647
7	0.026428262
7	0.0240954
7	0.024865498
7	0.024574265
7	0.01729261
7	0.023652269
7	0.024316191
7	0.02445654
7	0.026309
6	0.01593546
6	0.021355166
6	0.02097328
6	0.019595797
6	0.020915274
6	0.0217853
6	0.027063861
6	0.024191598
6	0.009416573
6	0.02420533
6	0.021466181
6	0.023478822
6	0.026335125
6	0.021841304
6	0.020670617
6	0.019207961
6	0.012019355
6	0.017463934
6	0.014108433
6	0.008846399
6	0.019799795
6	0.016298937
6	0.016072279
6	0.015195402
8	0.023018577
8	0.013894587
8	0.025445092
8	0.023864043
8	0.024085107
8	0.026052579
8	0.023626541
8	0.025676993
8	0.024556482
7	0.025176633
7	0.023675793
7	0.032293419
7	0.023926509
7	0.018370693
7	0.024355028
8	0.026728105
8	0.024836784
8	0.022452296
8	0.02503822
8	0.023157658
8	0.021365628
8	0.010201003
8	0.023287743
8	0.024697688
8	0.027755014
8	0.016060039
8	0.022404649
8	0.0155151
8	0.023199955
7	0.023781956
7	0.020321907
7	0.022872561
7	0.024796508
7	0.023370924
7	0.021041353
7	0.022531894
7	0.030107874
7	0.026239856
7	0.029239186
7	0.022178505
7	0.028307464
7	0.032390982
7	0.027362161
7	0.025430838
7	0.028351869
7	0.027922862
7	0.030922968
7	0.021145657
7	0.016608378
7	0.017024699
7	0.015306929
7	0.01064158
7	0.018058303
7	0.017702843
9	0.03148947
9	0.030409587
9	0.027083279
9	0.028283281
9	0.02688509
9	0.028390831
9	0.025833281
9	0.034395309
9	0.029211135
10	0.028347488
10	0.025358246
10	0.027183499
10	0.026874301
10	0.026982208
10	0.012683924
10	0.030795654
10	0.031313831
10	0.036167127
10	0.03569503
10	0.032773939
10	0.034299244
10	0.038221124
10	0.034476152
10	0.034399252
10	0.033302207
10	0.024241922
10	0.019042608
10	0.021966365
10	0.037854508
10	0.019220499
9	0.029688197
9	0.027842333
9	0.035202331
9	0.031091039
9	0.029871463
9	0.029741519
9	0.02881245
9	0.040365695
9	0.046271535
9	0.043901897
9	0.040868573
9	0.042071216
9	0.045987754
9	0.034337325
9	0.02663767
9	0.026437072
9	0.033527726
9	0.036093526
9	0.036116436
11	0.036412725
11	0.036265429
11	0.038821858
11	0.034046185
11	0.02537916
11	0.026682511
11	0.027320898
11	0.025748743
11	0.025147521
11	0.028462097
11	0.03280772
11	0.026628535
11	0.03253264
11	0.032183053
11	0.032424167
11	0.047286437
11	0.039891729
11	0.046999942
11	0.049804549
11	0.047125894
11	0.036333991
11	0.035833983
11	0.043766231
11	0.025642608
11	0.026295133
11	0.024498974
11	0.048791335
11	0.047238473
10	0.023582647
10	0.023759794
10	0.02653008
10	0.028330867
10	0.028299145
10	0.025256576
10	0.023320695
10	0.030525163
10	0.028692238
10	0.027097417
10	0.039532802
10	0.017900919
10	0.043522894
10	0.044601264
10	0.0401721
10	0.037106589
10	0.037865505
10	0.032268652
10	0.033089855
10	0.033619926
10	0.025454167
10	0.025944208
11	0.037462608
11	0.033599456
11	0.032126912
11	0.038892403
11	0.036431278
11	0.02996695
11	0.033883254
11	0.037175145
11	0.034436487
11	0.030475646
12	0.023953393
12	0.028455993
12	0.027517323
12	0.022344566
12	0.029677266
12	0.025797017
12	0.037417013
12	0.029039351
12	0.032239524
12	0.030955215
12	0.027574246
12	0.018142244
12	0.027508375
12	0.036808039
12	0.052291351
12	0.030720193
12	0.05521957
11	0.025792312
11	0.027526176
11	0.028343555
11	0.03512131
11	0.026400508
11	0.034554824
11	0.048258642
11	0.036651672
11	0.046105725
11	0.040809894
11	0.050732533
11	0.036348093
11	0.023860988
11	0.027721026
11	0.035657923
11	0.036382305
11	0.019001095
12	0.035781776
12	0.032341851
12	0.037834471
12	0.033957855
12	0.032898092
12	0.023698635
13	0.027601236
13	0.027928099
13	0.027380553
13	0.026676098
13	0.02954783
13	0.043214116
13	0.028666427
13	0.029196128
13	0.028345562
13	0.028540241
13	0.028602452
13	0.030548904
13	0.042610417
13	0.03069136
13	0.035843034
12	0.024565773
12	0.032922611
12	0.027198752
12	0.031873047
12	0.03321777
12	0.041324204
12	0.037229866
12	0.035354168
12	0.033078993
12	0.034941196
12	0.035308816
12	0.033688358
12	0.032993336
12	0.029271987
12	0.038161453
12	0.031175284
12	0.033265385
13	0.030775279
13	0.031911579
13	0.029736754
13	0.032378766
13	0.025574997
14	0.026596704
14	0.033392199
14	0.028467622
14	0.025770908
14	0.032816434
14	0.030552322
14	0.02971845
14	0.025181725
14	0.029018473
14	0.032465902
14	0.026701872
14	0.02820875
14	0.026442898
14	0.034952402
14	0.047308809
14	0.036379739
14	0.049488411
14	0.050191295
14	0.053693013
14	0.055886494
14	0.051503626
13	0.025468057
13	0.031756334
13	0.026326932
13	0.021322181
13	0.028015732
13	0.025079122
13	0.022986595
13	0.026098914
13	0.027797227
13	0.040321202
13	0.044218661
13	0.043944043
13	0.039060867
13	0.043462145
13	0.029609368
13	0.048717447
13	0.035215933
13	0.030589203
13	0.044610171
13	0.040750137
13	0.038471763
13	0.033923792
13	0.037312844
13	0.037907147
14	0.025861398
14	0.031460272
14	0.029372518
14	0.039958088
14	0.03156327
14	0.03309807
14	0.029303949
15	0.03565845
15	0.043788429
15	0.02717865
15	0.026939887
15	0.0548983
15	0.051247958
15	0.031862777
15	0.048261872
14	0.051392981
14	0.027247229
14	0.025575759
14	0.021645438
14	0.027923856
14	0.029773166
14	0.037152305
14	0.048867565
14	0.036610583
14	0.044640051
14	0.044219167
14	0.033207453
14	0.037918866
14	0.032983772
14	0.021700864
14	0.047509334
14	0.043688928
15	0.034119987
15	0.034425287
15	0.03329161
15	0.029181936
15	0.03503124
15	0.030153046
15	0.036921014
15	0.037378952
15	0.045030243
15	0.046900486
15	0.034903131
15	0.039858932
15	0.039598759
15	0.040217464
15	0.041393252
15	0.037638725
15	0.041271482
15	0.036011957
15	0.037286991
15	0.050139314
15	0.046806443
15	0.024878968
15	0.045214667
15	0.03509616
16	0.030992132
16	0.031724143
16	0.035755608
16	0.031932088
16	0.035492298
16	0.038167539
16	0.036954366
16	0.035037993
16	0.038493199
16	0.03208701
16	0.028242646
16	0.030032414
16	0.034249148
16	0.029594332
16	0.031050326
16	0.050880045
16	0.052143546
16	0.054170056
15	0.0211544
15	0.024549325
15	0.025080904
15	0.028508958
15	0.028253253
15	0.028036437
15	0.026148096
15	0.030817288
18	0.042513446
18	0.044455016
18	0.048287325
18	0.046197679
18	0.044494457
18	0.054000675
18	0.049275381
18	0.050253112
18	0.040263819
18	0.051287919
18	0.053981056
18	0.051489307
18	0.057030944
18	0.052656877
18	0.042079266
17	0.029763138
17	0.031453191
17	0.02490267
17	0.033851759
17	0.03248907
17	0.029780792
17	0.038431772
17	0.038730837
17	0.037825708
17	0.036802942
17	0.024334689
17	0.041710715
17	0.0414955
17	0.04081934
18	0.031877304
18	0.053203484
18	0.033462338
18	0.034787239
18	0.037920071
18	0.033930209
18	0.035585393
18	0.034060128
19	0.047968997
19	0.051557642
19	0.050361655
19	0.048261973
19	0.050019921
19	0.04445945
19	0.037441463
19	0.041506086
19	0.049359847
19	0.032946585
19	0.036461083
19	0.059258309
19	0.053409655
18	0.038990632
18	0.034782491
18	0.034733209
18	0.034487085
18	0.033926976
18	0.033601678
18	0.040105988
18	0.036827988
18	0.038671662
18	0.045966688
18	0.052172435
18	0.044428189
18	0.045411744
18	0.042311732
18	0.048483067
18	0.046594464
18	0.047937859
18	0.047814494
19	0.031980985
19	0.034094251
19	0.03047274
19	0.033173408
19	0.035007468
19	0.032852676
19	0.035536755
20	0.068478887
20	0.06880275
20	0.063822588
20	0.064758717
20	0.05592099
20	0.058443927
20	0.066506062
20	0.055395231
20	0.048854635
19	0.04260789
19	0.042877127
19	0.06416493
19	0.060040802
19	0.065873482
19	0.052590513
19	0.067908907
19	0.050254882
19	0.045697473
19	0.043130444
19	0.045199706
19	0.048994293
19	0.036030653
19	0.045725324
20	0.032001902
20	0.030940962
20	0.036675307
20	0.03620002
20	0.034508347
20	0.033778411
21	0.048185835
21	0.050714155
22	0.05089769
22	0.050906685
22	0.051945769
20	0.055847221
20	0.049477704
20	0.043035054
20	0.044432761
20	0.05176642
20	0.041124116
20	0.046406042
22	0.03549926
22	0.035267006
22	0.03461411
22	0.032291986
22	0.037084588
0	0.008585651
0	0.00833128
0	0.008675032
0	0.008636832
0	0.008174461
0	0.008892753
0	0.009044199
0	0.008425015
0	0.009156211
0	0.008262581
0	0.008580553
0	0.008414411
0	0.008215125
0	0.008484906
0	0.008321079
0	0.008596117
0	0.008736344
0	0.009159539
0	0.008753481
0	0.008508016
0	0.008442415
0	0.008380223
0	0.008284853
0	0.008997768
0	0.008992946
0	0.00934994
0	0.009215263
0	0.009027553
0	0.009023488
0	0.008920965
0	0.008749176
0	0.00969765
0	0.008704873
