days.since.hatching	length
16	0.03519937
15	0.024169686
15	0.027758786
15	0.024530418
15	0.023392214
15	0.028793751
14	0.02459097
14	0.022184896
14	0.027058258
14	0.0281124
14	0.026674388
15	0.033863718
15	0.031994545
15	0.028209891
16	0.037344913
16	0.034868254
16	0.035103088
16	0.031532036
16	0.024536661
16	0.039026771
16	0.023291264
16	0.031066426
16	0.033104324
16	0.023161138
17	0.039065579
17	0.041834526
17	0.038086997
17	0.038467216
17	0.043955216
17	0.047617072
18	0.038511959
18	0.049184869
18	0.033522433
18	0.040381253
18	0.042453319
18	0.038656967
18	0.023436368
18	0.03081455
18	0.041211833
17	0.03439196
17	0.033640363
17	0.038474349
16	0.03095321
16	0.031002354
16	0.031520533
16	0.025005511
16	0.027236592
17	0.033543056
17	0.038047347
17	0.0348424
17	0.032932978
17	0.034890473
17	0.03937918
17	0.040166766
17	0.03105496
17	0.033116849
17	0.037139886
17	0.029387758
17	0.03702241
17	0.036646607
17	0.03298154
17	0.035671545
17	0.037171256
18	0.049169303
18	0.047770038
18	0.044148951
19	0.03318496
19	0.040760275
19	0.032977019
19	0.046758828
19	0.03614792
19	0.045766655
19	0.043266378
19	0.050487012
19	0.042274209
19	0.032380696
18	0.030374654
18	0.030561902
18	0.034914504
18	0.03194552
17	0.032045478
17	0.032166578
17	0.028948527
17	0.031560756
17	0.043759176
18	0.048929982
18	0.042079262
18	0.043513492
18	0.042818735
18	0.024905021
18	0.02375049
18	0.03865793
18	0.022471485
18	0.038945738
18	0.033081702
18	0.035804959
18	0.03893594
18	0.034706434
18	0.036977347
18	0.037296987
19	0.056915255
19	0.051564437
19	0.04758592
19	0.045849934
19	0.053013059
20	0.053171345
20	0.037555966
20	0.048156125
20	0.04812029
20	0.051711698
20	0.049763066
20	0.042684131
20	0.045252327
20	0.045455979
20	0.041195126
20	0.037963969
20	0.036960273
20	0.040090594
20	0.040842447
19	0.032566387
19	0.030353338
19	0.039775972
19	0.038227522
19	0.035614406
19	0.032531415
18	0.036303344
18	0.032464988
18	0.039055185
18	0.0348553
18	0.038414469
18	0.029180537
19	0.049521634
19	0.037097733
19	0.037657222
19	0.035171903
19	0.040479682
19	0.042978616
19	0.045082196
19	0.04637572
19	0.037990367
19	0.038473883
19	0.041450413
19	0.042197075
19	0.041878853
19	0.033704894
19	0.031307477
19	0.036125504
20	0.050188313
20	0.049313404
20	0.051781108
20	0.050034077
21	0.042968848
21	0.031553294
21	0.04042708
21	0.042282831
21	0.039507978
21	0.046817745
21	0.043275441
21	0.044006387
21	0.04115281
21	0.045140391
21	0.044213337
21	0.048942566
21	0.049497583
20	0.031128038
20	0.0340695
20	0.032564324
20	0.035319565
20	0.035316688
19	0.038521699
19	0.030693589
19	0.030544488
19	0.035100143
19	0.036878642
19	0.033069284
20	0.037167775
20	0.044801358
20	0.038361832
20	0.038857733
20	0.037691511
20	0.048623125
20	0.047114224
20	0.047161588
20	0.045270626
20	0.0404982
20	0.043676053
20	0.047612066
20	0.044380353
20	0.055274559
20	0.037324295
20	0.037150348
20	0.041129549
20	0.042789031
20	0.032308056
20	0.042217392
21	0.05239704
21	0.055295365
21	0.054537953
21	0.05000019
21	0.047947444
22	0.040976434
22	0.044518996
22	0.047843781
22	0.040330752
22	0.046891403
22	0.044201752
22	0.050715362
22	0.044733873
22	0.0461513
22	0.050844166
22	0.037948635
22	0.057721964
21	0.041387742
21	0.032402353
21	0.031934257
21	0.033889073
21	0.037499699
20	0.041097359
20	0.033469037
20	0.032304821
20	0.038719437
20	0.035255969
20	0.03967978
21	0.045479958
21	0.03878686
21	0.042764846
21	0.041423438
21	0.020033251
21	0.046286072
21	0.043853555
21	0.045326972
21	0.047389148
21	0.046328026
21	0.044500886
21	0.044286942
21	0.039288795
21	0.043257722
21	0.053526894
21	0.045710235
21	0.041529658
21	0.043239146
21	0.041338711
21	0.044824673
21	0.040496542
22	0.056953647
22	0.049595352
22	0.055465494
22	0.057265887
22	0.05060997
22	0.052057912
22	0.054569872
23	0.049565865
23	0.041432569
23	0.047546772
23	0.047845584
23	0.045402798
23	0.046114358
23	0.041186527
23	0.068733938
23	0.051881894
23	0.044533995
23	0.043442985
23	0.033739238
23	0.049141341
23	0.054466849
23	0.035564511
23	0.053847852
23	0.051986316
22	0.024131592
22	0.037934237
22	0.034126768
22	0.030405847
22	0.036815113
21	0.03271555
21	0.041372848
21	0.036231568
21	0.038805662
21	0.039278495
21	0.036051847
21	0.039234902
21	0.041507957
22	0.044691399
22	0.042935646
22	0.04990676
22	0.056675245
22	0.043578343
22	0.051474318
22	0.043606607
22	0.048896487
22	0.043439759
22	0.041947513
22	0.042291741
22	0.032691334
23	0.051952468
23	0.057061319
23	0.045935337
23	0.056887838
23	0.03472345
23	0.059330811
23	0.055449397
23	0.0520189
23	0.056657792
23	0.045045489
23	0.054613477
23	0.047530917
23	0.043781587
23	0.031777189
23	0.044969124
23	0.051166811
23	0.048856112
23	0.043250398
23	0.049674065
23	0.041713159
24	0.054873327
24	0.056364584
24	0.057633465
24	0.060072823
25	0.040021078
25	0.0496699
25	0.043460234
25	0.048350171
25	0.052174982
25	0.046525397
25	0.041392678
25	0.0458262
25	0.038691981
25	0.047056081
25	0.053334004
25	0.035657438
25	0.053423108
25	0.045646011
25	0.049914883
25	0.052296071
25	0.051079213
25	0.053249697
25	0.052110304
25	0.052793087
25	0.050396998
25	0.050029499
24	0.03940207
24	0.031400692
24	0.042274323
24	0.035597833
24	0.036425327
24	0.047258799
24	0.042398258
24	0.045463074
24	0.045941017
23	0.038753194
23	0.05201694
23	0.043208207
23	0.052125209
23	0.037592417
23	0.045096994
23	0.036362983
23	0.037741082
24	0.042091006
24	0.041406784
24	0.043619011
24	0.033965408
24	0.045281904
24	0.033402377
24	0.056380441
24	0.05637863
24	0.064105361
24	0.049623749
24	0.024197643
24	0.031148035
24	0.056444953
24	0.046949595
24	0.050188222
24	0.042064112
24	0.050519411
24	0.050267197
24	0.050970709
24	0.052993377
24	0.026718435
25	0.057113308
25	0.049869888
25	0.054513205
25	0.061520926
25	0.056703791
26	0.049470209
26	0.054162581
26	0.052304414
26	0.052171129
26	0.05171701
26	0.05364641
26	0.062323158
26	0.04945097
26	0.053941244
25	0.049217294
25	0.036810763
25	0.038903819
25	0.04224088
25	0.040319519
24	0.047495652
24	0.040951662
24	0.041427529
24	0.043183242
24	0.03836879
25	0.04279802
25	0.047833893
25	0.047335416
25	0.054470384
25	0.053611011
25	0.051428438
25	0.041686782
25	0.040404628
25	0.053865235
25	0.055940758
25	0.044234998
25	0.037564789
25	0.056840672
25	0.052568898
25	0.061046913
25	0.05830538
25	0.056656259
25	0.031989967
25	0.06028446
25	0.048899298
25	0.053522474
25	0.056504872
27	0.047257623
27	0.054991959
27	0.052538072
27	0.050175443
27	0.054664541
27	0.055532059
27	0.040611935
27	0.05093131
27	0.051383488
26	0.046248703
26	0.037706295
26	0.034859395
26	0.044059849
26	0.051812582
26	0.054314763
26	0.044086131
25	0.047110658
25	0.042331178
25	0.047254348
25	0.052809482
25	0.046839242
25	0.046086455
26	0.049203913
26	0.051653915
26	0.051816932
26	0.050416167
26	0.03259009
26	0.058341348
26	0.038120692
26	0.051400841
26	0.050217043
27	0.04426829
27	0.044598315
27	0.039400028
27	0.025674346
27	0.043751343
27	0.044013932
27	0.037633776
27	0.044541791
27	0.043802857
27	0.035917147
27	0.044277464
26	0.058306443
26	0.042673061
26	0.041501332
26	0.048559524
26	0.047600813
26	0.049569252
26	0.036124655
26	0.043444737
26	0.048280271
27	0.060496625
27	0.062878529
27	0.057089194
27	0.065497112
27	0.059338861
27	0.050421841
27	0.051303255
27	0.061344149
27	0.060259416
27	0.056919164
27	0.053721117
0	0.008612662
0	0.007968738
0	0.008061295
0	0.008126523
0	0.009793407
0	0.008052786
0	0.008053704
0	0.007908434
0	0.008077261
0	0.008156256
0	0.007776404
0	0.008506193
0	0.008234335
0	0.008288957
0	0.007982694
0	0.008009971
0	0.007964537
0	0.008448927
0	0.008301819
0	0.008072209
0	0.00806084
0	0.008555534
0	0.007940072
0	0.007788351
0	0.008090772
0	0.008093477
0	0.007865574
0	0.014115964
0	0.007971852
0	0.008287592
0	0.008289626
0	0.00817336
0	0.008563199
0	0.007651027
0	0.008335698
0	0.00850633
0	0.008690107
0	0.007929636
0	0.008481257
0	0.00952285
0	0.009293345
0	0.008641662
0	0.008004299
0	0.008040636
0	0.007896645
0	0.007799996
0	0.008087748
0	0.008216777
0	0.008147129
0	0.008270088
1	0.009024797
1	0.008340636
1	0.007902647
1	0.008927981
1	0.007884821
1	0.007707433
1	0.008029532
1	0.0084855
0	0.008379019
0	0.008000227
0	0.007972051
0	0.007900194
0	0.008360156
0	0.007870757
0	0.008659218
0	0.007533291
0	0.007648806
0	0.008594432
0	0.008910988
0	0.007781051
0	0.008149152
0	0.00824025
0	0.008761756
0	0.008489277
0	0.007703492
0	0.008890099
0	0.0079939
0	0.008175305
0	0.008176543
0	0.008714178
0	0.008229447
0	0.008281366
0	0.00830559
0	0.007533657
0	0.008132216
0	0.008795241
0	0.008438169
0	0.009158465
0	0.007895905
0	0.007396207
1	0.008103366
1	0.008468063
1	0.008536511
1	0.008989861
1	0.008530121
1	0.008821486
1	0.008486708
1	0.009931849
1	0.00897602
1	0.008754561
1	0.008978634
1	0.009368506
1	0.007573993
1	0.009216843
1	0.009529425
1	0.00893776
1	0.008295911
1	0.008896591
1	0.008970737
1	0.010902238
1	0.009163843
1	0.00816434
1	0.009935316
1	0.00817711
1	0.008592112
1	0.010480349
1	0.010715621
1	0.00846232
1	0.007948221
1	0.007792718
2	0.008477682
2	0.008844465
2	0.008440049
2	0.009707633
1	0.009512982
1	0.009428692
1	0.009318342
1	0.009294179
1	0.008389991
1	0.009569554
1	0.007814271
1	0.009058679
1	0.009477402
1	0.008967125
1	0.009652053
1	0.008689469
1	0.009756178
1	0.008280222
1	0.009805918
1	0.009434857
1	0.009236315
1	0.009850141
1	0.00998482
1	0.009596978
1	0.007911934
1	0.007820077
1	0.007761478
1	0.008864589
2	0.00999061
2	0.009093692
2	0.00914899
2	0.009659891
2	0.009975572
2	0.010093959
2	0.009273964
2	0.00805283
2	0.010182914
2	0.009932953
2	0.009081034
2	0.011155225
2	0.010570526
3	0.010323642
3	0.01095433
3	0.014786758
3	0.012181284
3	0.012362341
3	0.011479144
3	0.00952065
3	0.012502006
3	0.010412466
3	0.011870451
3	0.012071729
3	0.008779333
3	0.008272247
3	0.010541761
3	0.011005166
3	0.008174288
3	0.01005915
3	0.01217004
3	0.010278629
3	0.013411238
3	0.00883464
3	0.010801304
3	0.009192465
4	0.009829142
4	0.011544437
4	0.011252466
4	0.009210714
4	0.011666943
4	0.00918784
4	0.012738957
4	0.009162486
4	0.014570319
4	0.009866725
3	0.012013912
3	0.010614527
3	0.010840808
3	0.010908865
3	0.010460146
3	0.01107376
3	0.010941024
3	0.010943033
3	0.009633552
3	0.010017291
3	0.013393799
3	0.009225986
3	0.013288665
3	0.012131719
3	0.01019319
3	0.011429449
3	0.011611112
3	0.013035901
3	0.011016151
3	0.011774222
3	0.01157502
3	0.009517509
3	0.008765026
3	0.009631961
3	0.009192431
3	0.007591101
3	0.009365325
3	0.012358033
3	0.011296169
3	0.00874373
3	0.014050988
3	0.008342022
3	0.007555802
4	0.01184338
4	0.011544522
4	0.010905144
4	0.012914179
4	0.01136463
4	0.011438219
4	0.011513989
4	0.010909213
4	0.011243896
4	0.01089156
4	0.013488261
4	0.013836236
4	0.013707654
4	0.014847104
4	0.011134378
4	0.010216302
4	0.011217311
4	0.010682107
4	0.010828105
4	0.011528205
4	0.011346557
4	0.013002486
4	0.013491174
4	0.011665401
4	0.012433392
4	0.01408876
4	0.010946758
4	0.013535959
4	0.012416795
4	0.015292057
4	0.012613993
4	0.012266405
4	0.012648604
4	0.011430171
4	0.012152818
4	0.015837573
4	0.01386641
4	0.011721707
4	0.01091376
4	0.013106461
4	0.012445442
4	0.014800943
4	0.012949984
5	0.016034735
5	0.010952044
5	0.015095695
5	0.01067711
5	0.015878485
4	0.013138537
4	0.013691781
4	0.015760287
4	0.010391522
4	0.014702846
4	0.011784586
4	0.011215608
4	0.014105587
4	0.013049498
4	0.016244473
4	0.010122723
4	0.014707963
4	0.015121033
4	0.016105695
4	0.011379209
4	0.014893397
5	0.015420489
5	0.015835094
5	0.018329165
5	0.016623475
5	0.015434587
5	0.014992707
5	0.014218502
5	0.013593008
5	0.013595303
5	0.016356814
5	0.014016537
5	0.013622209
5	0.014438066
5	0.0140291
5	0.014743176
5	0.015399814
5	0.015387031
5	0.013925957
5	0.014960162
5	0.015104301
5	0.014898053
5	0.014215328
5	0.012339638
5	0.013523204
5	0.014671273
5	0.014138029
5	0.014121925
5	0.014257237
5	0.014635295
5	0.010872056
5	0.015694993
5	0.014435903
5	0.015776894
5	0.014402425
5	0.012677484
5	0.0164239
5	0.013985632
5	0.013335144
5	0.014817439
5	0.01512062
5	0.012058121
5	0.012827264
5	0.016130772
5	0.012153811
5	0.014133203
5	0.015703172
5	0.022009045
5	0.015157737
5	0.013863871
5	0.012113504
6	0.009462849
6	0.010434346
6	0.018865805
6	0.024169386
6	0.010193993
6	0.012139246
6	0.016639303
5	0.014155363
5	0.015177642
5	0.014246814
5	0.014962108
5	0.015211768
5	0.016096709
5	0.01658571
5	0.016075881
5	0.010981049
5	0.016801045
5	0.015261803
5	0.018056247
5	0.009555475
5	0.016899773
5	0.015775596
5	0.017578789
5	0.012062304
5	0.01525232
5	0.016762202
5	0.012575514
5	0.011440305
5	0.011551839
6	0.014911051
6	0.015975303
6	0.020393089
6	0.017815135
6	0.017673551
6	0.014880086
6	0.016663128
6	0.016633946
6	0.017741428
6	0.018337
6	0.0184
6	0.017979358
6	0.018233628
6	0.018050374
6	0.01808025
6	0.016891968
6	0.018287254
6	0.018874685
6	0.023806245
6	0.017014131
6	0.017410861
6	0.016175162
6	0.017638906
6	0.016593412
6	0.016885907
6	0.011969923
6	0.026868632
6	0.015909198
6	0.016603621
6	0.018875198
6	0.014109273
6	0.014611249
6	0.014520464
7	0.015776131
7	0.016818545
